"symbol","currency","bid","ask"," latest_trade","n_trades","high","close","previous_close","volume","currency_volume"
"localbtcBRL","BRL",68055.71,9900,,,76095.39,53597.27,,3.9375878,207351.3907448855
"weexAUD","AUD",880,890,,,,890,,0,0
"virtexCAD","CAD",548,550,,,,550,,0,0
"rmbtbCNY","CNY",1000,5898,,,,5177.36,,0,0
"justNOK","NOK",1100,2298,,,,2058,,0,0
"justEUR","EUR",150.014,285.249,,,,150.02,,0,0
"crytrEUR","EUR",210.00000007,297.9999999,,,,481.12,,0,0
"cbxUSD","USD",649,650,,,,1248,,0,0
"btceRUR","RUB",153205.96155,154057.54522,,,,154032.52253,,0,0
"btceEUR","EUR",2222.4,2231.30634,,,,2226.85317,,0,0
"btc24EUR","EUR",412,503,,,,412,,0,0
"bitcurexEUR","EUR",569.9902,595.8599,,,,573,,0,0
"krakenEUR","EUR",12667.2,12671.1,,,12689.6,12669,,7081.11543748,85740165.74506874
"mtgoxDKK","DKK",715.58259,752.73415,,,,1000,,0,0
"mtgoxRUB","RUB",4683.28589,4926.4324,,,,5899.99,,0,0
"mtgoxTHB","THB",4017.40562,4830.52184,,,,3500,,0,0
"mtgoxCHF","CHF",117.07424,123.15249,,,,100,,0,0
"mtgoxJPY","JPY",13659.07,14191.435,,,,13959.262,,0,0
"mtgoxGBP","GBP",79.07713,83.18265,,,,81.82177,,0,0
"intrsngGBP","GBP",271.3998,376.17865,,,,376.17865,,0,0
"localbtcCAD","CAD",56192.1,18697.71,,,45035.1,22250.28,,4.86950353,96127.8903045126
"localbtcNZD","NZD",24187.44,20940.88,,,40559.81,22514.43,,8.17944612,185387.581048203
"localbtcAUD","AUD",57346.63,19497.85,,,63572.79,16336,,17.27796539,352851.2113613294
"vcxEUR","EUR",1000,6400,,,,6400,,0,0
"localbtcEUR","EUR",37432.45,11496.75,,,28815.21,12483.29,,60.7275025,764566.5398100638
"bitmarketEUR","EUR",12614.1649,13028.4395,,,12926.9757,12779.6116,,0.91132232,11382.42593867135
"nevbitPLN","PLN",52350,66396.66,,,55600,53248.79,,37.57554563,2006043.9659290744
"btcdeEUR","EUR",12460.11,12499,,,29985.01,12500,,935.14690585,11460152.23886327
"krakenLTC","LTC",161.34427,162.06659,,,,160.565,,0,0
"justLTC","LTC",83.85,200,,,,95.086,,0,0
"btceUSD","USD",2546,2546.78,,,,2546,,0,0
"bitnzNZD","NZD",1200,2000,,,,2000,,0,0
"bitcurexPLN","PLN",1227.5,1240,,,,2289,,0,0
"bitaloEUR","EUR",6900,306,,,,200,,0,0
"bitkonanUSD","USD",14876.75,14978.77,,,15300.93,14899.99,,2.11608492,30369.6635058194
"intrsngEUR","EUR",316.54185,419,,,,308.01092,,0,0
"localbtcINR","INR",1422546.2,1002465.44,,,1800004.11,1056000,,22.01778617,24858295.05726758
"mtgoxPLN","PLN",484.86703,517.15322,,,,403.05837,,0,0
"mtgoxCAD","CAD",146.16779,153.75652,,,,120.01,,0,0
"hitbtcEUR","EUR",2501.31,4499.99,,,,4499.99,,0,0
"hitbtcUSD","USD",7906.62,7910,,,,7915.48,,0,0
"btcnCNY","CNY",28158,28399.99,,,,28158,,0,0
"btceurEUR","EUR",357.7,403.82,,,,255,,0,0
"bitmarketPLN","PLN",52900,53930,,,55410.1364,53930,,311.43476214,16141774.831562374
"coinbaseUSD","USD",14867.4,14867.41,,,15105.34,15010,,26954.97677224,383370262.17422205
"krakenCAD","CAD",19281,19430.2,,,19999.9,19430.2,,25.42581596,470989.175233782
"coinbaseGBP","GBP",11197.55,11201.06,,,11306,11250,,688.30612044,7334003.189169427
"coinbaseEUR","EUR",13091.97,13091.98,,,13226.61,13091.01,,3972.26774527,50901832.911532655
"btcalphaUSD","USD",1000000,0.016,,,14998,14970,,335.243833,4694055.502866411
"rockEUR","EUR",12498.28,12518.87,,,12573.3,12554.77,,159.2352,1885398.062339
"btccUSD","USD",14710,15000,,,15500,15000,,15.5721,231671.94185
"coincheckJPY","JPY",1766598,1767158,,,1771234,1766352,,49021.82801965,82141191546.21777
"bitstockCZK","CZK",330010,365900,,,332000,325000,,0.27529,90969.25
"localbtcVND","VND",342157254.48,374940614.41,,,387020306.47,318450206.67,,1.34913415,503763523.84214294
"bitxIDR","IDR",239000000,240000000,,,252216000,240000000,,2.95724,718380651.47
"bitxMYR","MYR",69499,69500,,,69500,69500,,162.388114,10993174.251486
"bitxNGN","NGN",5601255,5601291,,,5878000,5601291,,41.310346,233693289.550922
"bitxZAR","ZAR",214780,214978,,,222995,215000,,1147.635372,242227401.641179
"krakenJPY","JPY",1735601,1798978,,,1816895,1799987,,9.86673183,16625926.74829014
"cexUSD","USD",16179.68,16229.99,,,16500,16195.23,,2200.23883236,35183103.67976366
"krakenXRP","XRP",103600.64,104931.794,,,,103842.161,,0,0
"krakenNMC","NMC",1186.11298,1271.46,,,,1271.46148,,0,0
"krakenKRW","KRW",495000,545000,,,,525142,,0,0
"justUSD","USD",290,450,,,,303.132,,0,0
"crytrUSD","USD",242.99900009,264.99999999,,,,625,,0,0
"cotrUSD","USD",411.4,473.99,,,,391.98,,0,0
"coinbaseCAD","CAD",855,861.74,,,,861.74,,0,0
"bitfinexUSD","USD",614.44,614.45,,,,853.48,,0,0
"bitcurexUSD","USD",615.03,642.8355,,,,629.1547,,0,0
"exmoUSD","USD",778.59,782,,,,782.324888,,0,0
"exmoRUB","RUB",47468.0010101,47619.9989899,,,,47435.0010101,,0,0
"exmoEUR","EUR",736.186,739.979,,,,737.571,,0,0
"cexEUR","EUR",13060.04,13189.34,,,13348.63,13193.66,,233.5088593,2974881.650003994
"cexRUB","RUB",951047.03,999887.68,,,1017776.63,951047.02,,6.75690913,6457938.6035343995
"coinsbankUSD","USD",14526.89,15000,,,15033.44,14527.29,,2110.1835,29586774.525388
"coinsbankEUR","EUR",12224.7,12697.26,,,13049.55,12224.7,,1563.7506,18397657.432323
"coinsbankGBP","GBP",10455.42,11846.34,,,11356.43,11153.04,,1762.7503,18519270.180056
"coinsbankRUB","RUB",842000,883000,,,883000,862300,,1641.55969,1335485665.217
"allcoinUSD","USD",16500,17350,,,,16500,,0,0
"btc2uBRL","BRL",654.5004,659.99,,,,654.5,,0,0
"bcEUR","EUR",12211,12300.03,,,13383.46,12300.03,,15.90366488,197992.950376172
"bitflyerJPY","JPY",1751575,1751999,,,1767650,1764430,,22564.46619631,37836716323.29126
"chilebitCLP","CLP",10110000,11846000,,,11885990,9981200,,0.16053336,1757255.4353642
"urdubitPKR","PKR",1903949,1913900,,,1939993,1913910,,6.75106282,12597347.8905622
"surbtcVEF","VEF",70600003,81999999,,,,70600101,,0,0
"getbtcUSD","USD",9844.98,9876.69,,,16258.08,15007.59,,656.88901556,9398994.696598964
"vbtcVND","VND",357023800,360000000,,,376990000,360000000,,24.06710615,8635981014.69567
"foxbitBRL","BRL",51172.58,51797.97,,,53999,51797.96,,943.31252567,47559032.057947434
"btcboxJPY","JPY",1764201,1770761,,,1940000,1767365,,18352.7431,30738516398.6136
"zaifJPY","JPY",1775000,1775005,,,1778000,1775880,,10577.9759,17783976187.925
"okcoinUSD","USD",15679.25,15832,,,15965.73,15624.52,,182.34761,2708640.975251
"bitmaszynaPLN","PLN",53225.25,53225.26,,,56800,52818.11,,2.38072356,124802.4209867581
"krakenGBP","GBP",2990,3239.999,,,,3018,,0,0
"localbtcVEF","VEF",2155000000,151062.03,,,2470844040.32,1544400016.42,,42.29526997,67399807103.39365
"wexUSD","USD",14969.98,14969.99,,,14998,14983.985,,828.65538758,11791394.96620716
"coinfalconEUR","EUR",13180,13191.25,,,13312.83,13189.45,,221.39368639,2817883.3329328955
"wexEUR","EUR",12767.89544,12818.8,,,12917.72307,12806.31438,,48.25882329,594114.831002493
"wexRUB","RUB",870949.50033,874619.0957,,,874820.7577,873570.21096,,69.29582649,58185790.324692
"fiscoJPY","JPY",1775015,1775040,,,1778000,1775880,,10577.0689,17782444827.636
"remitanoVND","VND",435728952.45,422740794.925,,,,153045823.046,,0,0
"abucoinsUSD","USD",14974.79,15828.07,,,15855.85,15395.4,,16.08608087,246904.6906044964
"abucoinsPLN","PLN",53000,54532.9,,,56620.49,53766.44,,25.43427052,1346094.3882560367
"abucoinsEUR","EUR",12860.11,13261.87,,,13251.73,12860.11,,6.68735794,85277.8983220885
"anxhkAUD","AUD",512.20317,541.92942,,,,333.84754,,0,0
"anxhkCHF","CHF",175.21825,223,,,,217.2411,,0,0
"anxhkCNY","CNY",2430,2578.24622,,,,1553.73989,,0,0
"anxhkNZD","NZD",555.72253,588.51416,,,,371.2863,,0,0
"chbtcCNY","CNY",27028.19,28000,,,,27197,,0,0
"bitsoMXN","MXN",187000.99,188000,,,,5200,,0,0
"btctradeCNY","CNY",22020.1,22199,,,,24821,,0,0
"jubiCNY","CNY",27150,27599,,,,27599,,0,0
"justXRP","XRP",25000,74998,,,,64001,,0,0
