"symbol","currency","bid","ask"," latest_trade","n_trades","high","close","previous_close","volume","currency_volume"
"localbtcSGD","SGD",24450,20930.02,,,23869.9,22385,,6.09319101,128996.7497489142
"localbtcHKD","HKD",136984.26,118304.59,,,140231.28,133375.77,,5.26986427,656683.9182242181
"localbtcILS","ILS",51775.42,49784.06,,,82999.12,66300.01,,0.05150452,3449.9998755587
"localbtcCZK","CZK",309269.19,347927.83,,,425800.08,275733.19,,0.20985695,58724.8401674629
"localbtcMXN","MXN",440821.44,290744.72,,,424613.42,334797.07,,2.25932466,708525.9989043329
"localbtcCHF","CHF",19853.98,14465.04,,,17337.63,14421,,2.4871527,37621.5801910394
"vcxUSD","USD",1500.00000101,6500,,,6500,6500,,0.003559,23.1335
"mtgoxSGD","SGD",166.9763,175.64537,,,,200,,0,0
"mtgoxHKD","HKD",1021.5348,1074.57077,,,,1001,,0,0
"mtgoxEUR","EUR",95.89175,98.41,,,,95.89175,,0,0
"mtgoxSEK","SEK",857.004,901.498,,,,1046.411,,0,0
"kptnSEK","SEK",3200,3468.465,,,,3468.465,,0,0
"rockUSD","USD",13550.01,16369,,,14899.99,13550.01,,0.7065,9870.500195
"lakeUSD","USD",15513.21,15543.22,,,15487.46,15364.41,,199.25603,2935090.48859612
"localbtcZAR","ZAR",243000,210644.02,,,300003,244999.19,,9.90138703,1970323.0982704633
"localbtcBRL","BRL",68055.71,9900,,,76095.39,53597.27,,3.9375878,207351.3907448855
"weexAUD","AUD",880,890,,,,890,,0,0
"virtexCAD","CAD",548,550,,,,550,,0,0
"rmbtbCNY","CNY",1000,5898,,,,5177.36,,0,0
"justNOK","NOK",1100,2298,,,,2058,,0,0
"justEUR","EUR",150.014,285.249,,,,150.02,,0,0
"crytrEUR","EUR",210.00000007,297.9999999,,,,481.12,,0,0
"cbxUSD","USD",649,650,,,,1248,,0,0
"btceRUR","RUB",153205.96155,154057.54522,,,,154032.52253,,0,0
"btceEUR","EUR",2222.4,2231.30634,,,,2226.85317,,0,0
"btc24EUR","EUR",412,503,,,,412,,0,0
"bitcurexEUR","EUR",569.9902,595.8599,,,,573,,0,0
"krakenEUR","EUR",12669.3,12670,,,12689.6,12667.2,,7085.17802264,85791631.38376495
"mtgoxDKK","DKK",715.58259,752.73415,,,,1000,,0,0
"mtgoxRUB","RUB",4683.28589,4926.4324,,,,5899.99,,0,0
"mtgoxTHB","THB",4017.40562,4830.52184,,,,3500,,0,0
"mtgoxCHF","CHF",117.07424,123.15249,,,,100,,0,0
"mtgoxJPY","JPY",13659.07,14191.435,,,,13959.262,,0,0
"mtgoxGBP","GBP",79.07713,83.18265,,,,81.82177,,0,0
"intrsngGBP","GBP",271.3998,376.17865,,,,376.17865,,0,0
"localbtcCAD","CAD",56192.1,18697.71,,,45035.1,22250.28,,4.86950353,96127.8903045126
"localbtcNZD","NZD",24187.44,20940.88,,,42023.69,42023.69,,8.22220898,186487.5809612689
"localbtcAUD","AUD",57346.63,19497.85,,,63572.79,16336,,17.27796539,352851.2113613294
"vcxEUR","EUR",1000,6400,,,,6400,,0,0
"localbtcEUR","EUR",37432.45,11496.75,,,28815.21,12483.29,,60.7275025,764566.5398100638
"bitmarketEUR","EUR",12614.1649,13028.4395,,,12926.9757,12779.6116,,0.91132232,11382.42593867135
"nevbitPLN","PLN",52350,66396.66,,,55600,53830.92,,37.83181159,2019838.9983205576
"btcdeEUR","EUR",12460.11,12500,,,29985.01,12555.5,,938.70267536,11504785.98421733
"krakenLTC","LTC",161.34427,162.06659,,,,160.565,,0,0
"justLTC","LTC",83.85,200,,,,95.086,,0,0
"btceUSD","USD",2546,2546.78,,,,2546,,0,0
"bitnzNZD","NZD",1200,2000,,,,2000,,0,0
"bitcurexPLN","PLN",1227.5,1240,,,,2289,,0,0
"bitaloEUR","EUR",6900,306,,,,200,,0,0
"bitkonanUSD","USD",14946.5,15022.84,,,15300.93,14899.99,,2.11608492,30369.6635058194
"intrsngEUR","EUR",316.54185,419,,,,308.01092,,0,0
"localbtcINR","INR",1422546.2,1002465.44,,,1800004.11,1056000,,22.01778617,24858295.05726758
"mtgoxPLN","PLN",484.86703,517.15322,,,,403.05837,,0,0
"mtgoxCAD","CAD",146.16779,153.75652,,,,120.01,,0,0
"hitbtcEUR","EUR",2501.31,4499.99,,,,4499.99,,0,0
"hitbtcUSD","USD",7906.62,7910,,,,7915.48,,0,0
"btcnCNY","CNY",28158,28399.99,,,,28158,,0,0
"btceurEUR","EUR",357.7,403.82,,,,255,,0,0
"bitmarketPLN","PLN",52900,53930,,,55410.1364,53930,,311.43476214,16141774.831562374
"coinbaseUSD","USD",15015.58,15015.59,,,15105.34,15016.01,,26999.29499358,384035816.734038
"krakenCAD","CAD",19281.1,19429.9,,,19999.9,19430.2,,25.42581596,470989.175233782
"coinbaseGBP","GBP",11197.55,11201.06,,,11306,11255.19,,688.90612044,7340755.679781015
"coinbaseEUR","EUR",13091.97,13091.98,,,13226.61,13091.01,,3973.75550512,50921309.188306026
"btcalphaUSD","USD",1000000,0.016,,,14998,14962,,335.565147,4698868.031075411
"rockEUR","EUR",12498.32,12518.87,,,12573.3,12554.77,,159.2352,1885398.062339
"btccUSD","USD",14710,15000,,,15500,15000,,16.6559,247928.94185
"coincheckJPY","JPY",1771687,1771997,,,1778003,1771993,,49139.14124211,82349019594.28027
"bitstockCZK","CZK",330010,365900,,,332000,325000,,0.27529,90969.25
"localbtcVND","VND",342157254.48,374940614.41,,,387020306.47,318450206.67,,1.34913415,503763523.84214294
"bitxIDR","IDR",239000000,240800000,,,252216000,240500000,,3.055943,742087340.47
"bitxMYR","MYR",69499,69500,,,69500,69500,,163.081492,11041363.525414
"bitxNGN","NGN",5601299,5660300,,,5878000,5601291,,41.335102,233831955.110918
"bitxZAR","ZAR",214999,215000,,,222995,215000,,1149.382804,242603099.446243
"krakenJPY","JPY",1735601,1798978,,,1816895,1799987,,9.86673183,16625926.74829014
"cexUSD","USD",16179.68,16229.99,,,16500,16224.95,,2203.1316687,35230036.64265469
"krakenXRP","XRP",103600.64,104931.794,,,,103842.161,,0,0
"krakenNMC","NMC",1186.11298,1271.46,,,,1271.46148,,0,0
"krakenKRW","KRW",495000,545000,,,,525142,,0,0
"justUSD","USD",290,450,,,,303.132,,0,0
"crytrUSD","USD",242.99900009,264.99999999,,,,625,,0,0
"cotrUSD","USD",411.4,473.99,,,,391.98,,0,0
"coinbaseCAD","CAD",855,861.74,,,,861.74,,0,0
"bitfinexUSD","USD",614.44,614.45,,,,853.48,,0,0
"bitcurexUSD","USD",615.03,642.8355,,,,629.1547,,0,0
"exmoUSD","USD",778.59,782,,,,782.324888,,0,0
"exmoRUB","RUB",47468.0010101,47619.9989899,,,,47435.0010101,,0,0
"exmoEUR","EUR",736.186,739.979,,,,737.571,,0,0
"cexEUR","EUR",13060.04,13189.34,,,13348.63,13191.89,,234.8357933,2992384.349369254
"cexRUB","RUB",951047.03,999887.68,,,1017776.63,951047.02,,6.79194496,6491259.325399126
"coinsbankUSD","USD",14527.03,15000,,,15033.44,14515.7,,2116.9197,29685171.479905
"coinsbankEUR","EUR",12242.67,12697.26,,,13049.55,12242.67,,1566.568,18431550.085898
"coinsbankGBP","GBP",10455.42,11846.34,,,11356.43,11148.66,,1765.7708,18552944.705046
"coinsbankRUB","RUB",842000,883000,,,883000,862000,,1645.00609,1338457170.27
"allcoinUSD","USD",16500,17350,,,,16500,,0,0
"btc2uBRL","BRL",654.5004,659.99,,,,654.5,,0,0
"bcEUR","EUR",12211,12300.03,,,13383.46,12300.03,,15.90366488,197992.950376172
"bitflyerJPY","JPY",1765000,1765499,,,1771005,1770000,,22615.9188068,37927678510.87713
"chilebitCLP","CLP",10110000,11846000,,,11885990,9981200,,0.16053336,1757255.4353642
"urdubitPKR","PKR",1906956,1915000,,,1939993,1915000,,6.78065707,12654020.8793122
"surbtcVEF","VEF",70600003,81999999,,,,70600101,,0,0
"getbtcUSD","USD",9844.98,9876.69,,,16258.08,15118.18,,658.01091556,9415656.089204963
"vbtcVND","VND",357023800,360000000,,,376990000,360000000,,24.06710615,8635981014.69567
"foxbitBRL","BRL",51178.05,51795.99,,,53999,51173.75,,943.31281517,47559046.87274806
"btcboxJPY","JPY",1767128,1775075,,,1940000,1775819,,18352.8759,30738751703.4696
"zaifJPY","JPY",1780000,1780015,,,1785000,1780510,,10610.1424,17841183405.3345
"okcoinUSD","USD",15649.29,15816.91,,,15965.73,15624.52,,182.34761,2708640.975251
"bitmaszynaPLN","PLN",53228.99,53229,,,56800,52818.11,,2.38072356,124802.4209867581
"krakenGBP","GBP",2990,3239.999,,,,3018,,0,0
"localbtcVEF","VEF",2155000000,151062.03,,,2470844040.32,1544400016.42,,42.29526997,67399807103.39365
"wexUSD","USD",14969.98,14998,,,14998,14996.71,,829.45364272,11803364.551484216
"coinfalconEUR","EUR",13060.07,13192.25,,,13312.83,13060.07,,221.52891939,2819666.323622226
"wexEUR","EUR",12767.89544,12827.77154,,,12917.72307,12806.31438,,48.25882329,594114.831002493
"wexRUB","RUB",871910.5,874610,,,874820.7577,874610,,69.38773631,58266048.93289542
"fiscoJPY","JPY",1775900,1776000,,,1785000,1780360,,10609.2521,17839681777.8125
"remitanoVND","VND",435728952.45,422740794.925,,,,153045823.046,,0,0
"abucoinsUSD","USD",14974.67,15858.78,,,15855.85,15395.4,,16.08608087,246904.6906044964
"abucoinsPLN","PLN",53000,54532.9,,,56620.49,53766.44,,25.43427052,1346094.3882560367
"abucoinsEUR","EUR",12860.11,13287.59,,,13251.73,12860.11,,6.68735794,85277.8983220885
"anxhkAUD","AUD",512.20317,541.92942,,,,333.84754,,0,0
"anxhkCHF","CHF",175.21825,223,,,,217.2411,,0,0
"anxhkCNY","CNY",2430,2578.24622,,,,1553.73989,,0,0
"anxhkNZD","NZD",555.72253,588.51416,,,,371.2863,,0,0
"chbtcCNY","CNY",27028.19,28000,,,,27197,,0,0
"bitsoMXN","MXN",187000.99,188000,,,,5200,,0,0
"btctradeCNY","CNY",22020.1,22199,,,,24821,,0,0
"jubiCNY","CNY",27150,27599,,,,27599,,0,0
"justXRP","XRP",25000,74998,,,,64001,,0,0
